Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
TDS,"Telephone And Data Systems, Inc.",Communication Services,18.88,0.038135593,0.028571429,0.030358033,0.695370735,2024.98384,17.30755419,0.688485876,0.596943809,25.62,15.54
CRS,Carpenter Technology Corp.,Industrials,41.98,0.01887078,0,0.021295688,0.792195353,2026.352351,N/A,N/A,1.073494286,48.27,26.65
MWA,Mueller Water Products Inc,Industrials,12.92,0.017801858,0.054545455,0.077143588,0.224711038,2026.804573,27.72646475,0.489459895,1.065484965,17.24,11.89
SASR,Sandy Spring Bancorp,Financial Services,44.92,0.028649498,0.0625,0.055118199,1.286935462,2027.309451,8.678587882,0.258420775,0.932823237,51.67,39.03
AKR,Acadia Realty Trust,Real Estate,21.67,0.033225658,,,0.623257806,2028.718052,88.49755943,2.383395052,0.975125599,22.98,18.45
ADV,Advantage Solutions Inc.,N/A,6.38,0,,,0,2032.499351,0,N/A,1.028186293,13.22,5.24
B,Barnes Group Inc.,Industrials,40.19,0.015841977,0,0.027066087,0.636689072,2037.327435,20.39918131,0.324841363,0.919844618,56.39,39.87
MD,MEDNAX Inc,Healthcare,23.48,0,,,0,2047.126341,15.63121423,0,1.001241194,35.67,22.31
NPO,EnPro Industries Inc,Industrials,97.73,0.011109401,0.037037037,0.049414523,1.085721785,2047.335411,11.55381157,0.127432134,1.028103189,117.33,79.39
CSGS,CSG Systems International Inc.,Technology,63.57,0.015860478,0.06,0.060561249,1.008250615,2056.390267,28.43027564,0.446128591,0.553717094,65.67,41.75
FSS,Federal Signal Corp.,Industrials,33.75,0.010629499,0,0.051547497,0.358745583,2056.439475,20.44174428,0.220089314,0.946687581,48.66,32.96
OI,O-I Glass Inc,Consumer Cyclical,13.18,0,,,0,2058.04585,0,N/A,1.257703458,19.46,10.64
NVEE,NV5 Global Inc,Industrials,133.3,0,,,0,2059.352233,0,N/A,0.597100581,141.48,79.58
MGRC,McGrath Rentcorp,Industrials,84.98,0.021416804,0.035714286,0.10841701,1.725454996,2061.645733,22.98250636,0.471435791,0.711723089,88.9,66.33
MNR,Monmouth Real Estate Investment Corp.,Real Estate,20.98,0.025511686,,,0.535235167,2066.244294,67.89039903,1.732152644,,21.1,16.87
CNNE,Cannae Holdings Inc,Consumer Cyclical,23.92,0,,,0,2068.745933,0,N/A,1.360127462,42.35,22.83
CNK,Cinemark Holdings Inc,Communication Services,17.28,0,,,0,2069.167905,N/A,0,1.429013608,25.2,13.37
CTOS,Custom Truck One Source Inc,N/A,8.39,0,,,0,2072.668335,0,N/A,1.170859576,11.36,6.09
PRGS,Progress Software Corp.,Technology,47.09,0.014781032,0,0.069610376,0.6960388,2080.499206,26.53021176,0.395476591,1.027887926,53.59,41.35
MMI,Marcus & Millichap Inc,Real Estate,52.68,0.004745634,,,0.25,2091.043887,0,N/A,1.103286791,53.48,34.04
NAPA,Duckhorn Portfolio Inc (The),N/A,18.19,0,,,0,2093.03617,0,N/A,0.733999778,25.25,16.16
GTN,"Gray Television, Inc.",Communication Services,22.07,0.014420498,,,0.318260399,2093.659388,55.09629968,0.795650997,0.99197211,25.06,18.25
OSTK,Overstock.com Inc,Consumer Cyclical,44.005,0,,,0,2098.438184,5.972262906,0,2.160982604,111.28,35.67
CAKE,Cheesecake Factory Inc.,Consumer Cyclical,39.79,0,,,0,2098.646636,42.71532507,0,1.254163958,65.81,31.43
ZNTL,Zentalis Pharmaceuticals Inc,Healthcare,46.14,0,,,0,2102.266808,0,N/A,1.757103636,87.19,37.27
ALHC,Alignment Healthcare Inc,N/A,11.23,0,,,0,2102.723932,0,N/A,1.649333767,28.59,6.14
SJW,SJW Group,Utilities,69.58,0.020695602,0.058823529,0.106034434,1.36970509,2103.859219,34.78718242,0.674731572,0.328265273,73.3,60.13
CMRE,Costamare Inc,Industrials,17.05,0.025768714,0.15,0.028346722,0.439356571,2104.318417,5.208025721,0.133950174,1.116314494,18.01,8.93
WSBC,"Wesbanco, Inc.",Financial Services,34.36,0.038416764,0.03030303,0.055118199,1.31069483,2106.638641,9.075058226,0.371301652,0.907907939,38.37,29.62
SDGR,Schrodinger Inc,Healthcare,34.12,0,,,0,2111.118463,N/A,0,1.764894264,80.97,23.14
FCEL,Fuelcell Energy Inc,Industrials,5.76,0,,,0,2112.121526,N/A,0,1.728062275,14.68,3.4
FBK,FB Financial Corp,Financial Services,44.42,0.010315511,,,0.45821498,2112.787328,11.10327839,0.11541939,0.999967462,47.9,34.7
GOGO,Gogo Inc,Communication Services,19.06,0,,,0,2113.341961,13.83665801,0,0.706220608,19.82,9.61
ARCH,Arch Resources Inc,Energy,137.38,0.003635548,,,0.499451633,2114.697621,6.264415759,0.026013106,0.38662669,163.99,41.21
LAUR,Laureate Education Inc,Consumer Defensive,11.85,0,,,0,2115.266617,10.99148134,0,,13.25,9.17
AHCO,AdaptHealth Corp,Healthcare,16.03,0,,,0,2119.409095,0,N/A,,28.75,13.95
FSR,Fisker Inc,N/A,12.9,0,,,0,2121.256418,0,N/A,1.884355184,23.75,9.61
PDM,Piedmont Office Realty Trust Inc,Real Estate,17.22,0.048780488,0,0,0.824976293,2123.757426,N/A,N/A,0.799549931,19.64,15.67
ONEM,1life Healthcare Inc,Healthcare,11.08,0,,,0,2128.362308,0,N/A,1.990968913,45.63,7.02
PRK,Park National Corp.,Financial Services,131.38,0.031162587,0.009708738,0.32989902,4.09414064,2130.847359,13.8416146,0.43694137,0.894936439,144.2,106.58
CMP,Compass Minerals International Inc,Basic Materials,62.79,0.009555662,-0.791666667,-0.269278724,1.72419323,2138.910395,34.49855475,0.942182093,0.729765298,75.04,46.85
DDD,3D Systems Corp.,Technology,16.68,0,,,0,2140.209799,6.64554109,0,1.914500199,41.48,13.33
GMS,GMS Inc,Industrials,49.77,0,,,0,2142.149724,9.285756437,0,1.61839176,61.79,40.03
SBCF,Seacoast Banking Corp. Of Florida,Financial Services,35.02,0.014762745,,,0.516991332,2143.181276,17.22772984,0.237151987,0.94431239,39.16,29.06
WAFD,Washington Federal Inc.,Financial Services,32.82,0.028054202,0.043478261,0.098560543,0.920738924,2143.191784,11.82418021,0.355497654,0.840549846,37.8,28.42
DRH,Diamondrock Hospitality Co.,Real Estate,10.1,0,,,0,2145.941455,N/A,0,1.529120875,11.09,8.04
HPK,HighPeak Energy Inc,N/A,22.2,0.003372788,,,0.074875893,2149.46172,0,N/A,0.540633464,26,6.47
OM,Outset Medical Inc,N/A,45.4,0,,,0,2152.271262,0,N/A,0.88948285,61,33.3
TPH,Tri Pointe Homes Inc.,Consumer Cyclical,20.08,0,,,0,2160.074896,4.603082885,0,1.453488962,28.29,18.91
RVLV,Revolve Group Inc,Consumer Cyclical,53.69,0,,,0,2163.705873,21.6717335,0,2.384281673,89.6,38.82
FFBC,First Financial Bancorp,Financial Services,23.05,0.039349017,0,0.06232104,0.906994835,2170.139682,10.57779139,0.423829362,0.955323169,26.58,20.64
BBBY,"Bed, Bath & Beyond Inc.",Consumer Cyclical,22.53,0,,,0,2170.488674,N/A,0,1.889335836,44.51,12.39
FCPT,Four Corners Property Trust Inc,Real Estate,27.04,0.049926036,0.047244094,0.065162777,1.277592256,2173.035476,25.39156443,1.150984014,0.60443471,29.45,24.41
APPF,Appfolio Inc,Technology,113.21,0,,,0,2175.28147,2116.032558,0,1.048470407,150.78,103.63
LILA,Liberty Latin America Ltd,Communication Services,9.7,0,,,0,2177.58254,0,N/A,1.161217999,14.79,9.11
LILAK,Liberty Latin America Ltd,Communication Services,9.59,0,,,0,2177.58254,0,N/A,1.181664849,14.96,9.06
NOG,Northern Oil and Gas Inc.,Energy,28.19,0.0049663,,,0.140000001,2180.246427,N/A,N/A,1.010935274,29.54,11.61
KAR,KAR Auction Services Inc,Consumer Cyclical,18.05,0,,,0,2187.317664,109.9154605,0,1.168063147,22.1,11.76
KYMR,Kymera Therapeutics Inc,N/A,42.32,0,,,0,2188.093982,0,N/A,1.707891514,69.12,29.93
CBZ,Cbiz Inc,Industrials,41.97,0,,,0,2189.812114,30.89158963,0,0.843625079,42.36,30.68
ENR,Energizer Holdings Inc,Industrials,30.76,0.038538748,0,0.017554577,1.185451891,2191.653907,15.92771734,0.578269215,0.576185376,49.84,29.04
MTX,"Minerals Technologies, Inc.",Basic Materials,66.15,0.003020326,0,0,0.199794547,2192.386562,13.33568468,0.041109989,1.007934036,88.44,62.24
XHR,Xenia Hotels & Resorts Inc,Real Estate,19.29,0,,,0,2205.24422,N/A,0,1.253945447,21.04,15.15
CVCO,Cavco Industries Inc,Consumer Cyclical,240.85,0,,,0,2207.050411,13.03655948,0,1.344373487,327.24,196.46
EBS,Emergent Biosolutions Inc,Healthcare,41.06,0,,,0,2208.973144,9.566795772,0,0.804329972,82.31,29.88
CXP,Columbia Property Trust Inc,Real Estate,19.28,0.032276797,9.333333333,0.610964416,0.622296656,2215.348812,26.55815874,0.887853696,0.424861046,19.29,12.71
SCL,Stepan Co.,Basic Materials,98.81,0.01356138,,,1.274448255,2215.62414,16.07808293,0.215278422,0.758259281,137.78,95.78
CENT,Central Garden & Pet Co.,Consumer Defensive,43.96,0,,,0,2218.232823,14.29808062,0,0.826859726,61.25,43.01
CENTA,Central Garden & Pet Co.,Consumer Defensive,40.78,0,,,0,2218.232823,0,N/A,0.806670538,55.82,39.3
ODP,ODP Corporation (The),Consumer Cyclical,45.83,0,,,0,2222.15481,N/A,0,1.284675221,51.4,34.71
BRC,Brady Corp.,Industrials,46.27,0.019451048,0.022727273,0.018792482,0.885320834,2224.012201,16.67588084,0.348551509,0.762189082,61.23,41.7
LOB,Live Oak Bancshares Inc,Financial Services,50.89,0.002356526,0,0.084471771,0.119923604,2224.738181,13.32218438,0.032324422,1.885888578,99.81,50.51
WRE,Washington Real Estate Investment Trust,Real Estate,25.5,0.031391797,-0.433333333,-0.10738222,0.800490833,2229.155991,139.4006623,4.233161466,0.610085782,26.61,21.59
IBRX,ImmunityBio Inc,N/A,5.61,0,,,0,2231.657164,0,N/A,1.960565921,22.57,4.81
FRME,First Merchants Corp.,Financial Services,41.6,0.027596385,0.115384615,0.100082101,1.148009636,2238.945696,10.89346958,0.301314865,0.838594041,47.39,37.15
FBC,"Flagstar Bancorp, Inc.",Financial Services,42.4,0.005649453,,,0.239536817,2241.416555,4.205284344,0.024049881,0.83698726,56.62,41.25
RCUS,Arcus Biosciences Inc,Healthcare,31.56,0,,,0,2242.712523,0,N/A,1.488390905,49.1,22.36
UE,Urban Edge Properties,Real Estate,19.1,0.033507853,,,0.602371041,2242.906449,21.85238017,0.712780784,0.969041854,19.79,13.65
MODV,ModivCare Inc,N/A,115.39,0,,,0,2243.684239,N/A,0,1.202302242,211.94,94.38
GBT,Global Blood Therapeutics Inc.,Healthcare,34.64,0,,,0,2245.414716,0,N/A,1.038935075,43.98,24.61
WIRE,Encore Wire Corp.,Industrials,114.07,0.000701148,0,0,0.07997999,2250.335431,4.156342799,0.003050343,1.422945754,151.59,65.95
NEX,NexTier Oilfield Solutions Inc,Energy,9.24,0,,,0,2252.662982,N/A,0,1.1233015,9.68,3.06
SPXC,SPX Corp.,Industrials,49.41,0,,,0,2262.2327,5.317895392,0,1.235090715,68.24,47.05
KAI,"Kadant, Inc.",Industrials,194.19,0.005140416,0.041666667,0.035485788,0.998217372,2263.93052,26.93776424,0.138449011,0.99649044,240.21,162.56
VICR,Vicor Corp.,Technology,70.55,0,,,0,2269.792804,40.08464113,0,1.615770098,164.76,60.5
PRMW,Primo Water Corporation,Consumer Defensive,14.25,0.01578336,0.187865205,0.082148297,0.224912874,2274.829701,0,N/A,,18.52,13.27
IHRT,iHeartMedia Inc,Communication Services,18.93,0,,,0,2276.718786,0,N/A,1.157741781,28.24,17.27
MSGE,Madison Square Garden Entertainment Corp,N/A,83.31,0,,,0,2277.768879,0,N/A,1.332280235,95.99,60.26
AAT,American Assets Trust Inc,Real Estate,37.89,0.033782001,0.142857143,0.042402216,1.185589009,2293.247957,80.81646309,3.182789286,0.848888332,40.14,31.18
CLBK,"Columbia Financial, Inc",Financial Services,21.51,0,,,0,2297.514354,24.95968836,0,0.547346167,22.71,16.34
CDEV,Centennial Resource Development Inc.,Energy,8.07,0,,,0,2298.418217,16.63411049,0,1.188470977,9.3,3.69
PLXS,Plexus Corp.,Technology,81.81,0,,,0,2298.598308,18.22317426,0,0.956579319,101.17,72.88
PING,Ping Identity Holding Corp,Technology,27.43,0,,,0,2300.511858,0,N/A,1.413653389,30.25,17.6
NNI,Nelnet Inc,Financial Services,84.99,0.010779963,0.090909091,0.113824179,0.916189042,2302.114271,5.853537302,0.089822455,0.541209867,99.49,71.39
NXRT,NexPoint Residential Trust Inc,Real Estate,90.31,0.016830916,0.113553114,0.1155067,1.432824772,2307.660544,100.171921,1.60217463,0.711441503,92.82,45.07
RES,"RPC, Inc.",Energy,10.67,0,,,0,2309.988782,324.0725003,0,0.505881719,11.79,3.33
IOSP,Innospec Inc,Basic Materials,92.55,0.012495019,,,1.156414046,2313.463373,24.84923064,0.308377079,0.874980313,106.47,80.53
CVET,Covetrus Inc,Healthcare,16.79,0,,,0,2319.305891,0,N/A,1.440775422,31.24,15.56
HTH,Hilltop Holdings Inc,Financial Services,29.4,0.017251092,0.25,0.201124434,0.507182091,2321.604398,6.199293444,0.110017807,0.837411156,38.7,28.87
LGIH,LGI Homes Inc,Consumer Cyclical,97.68,0,,,0,2322.356457,5.405291477,0,1.373947931,188,97.37
GCP,GCP Applied Technologies Inc,Basic Materials,31.42,0,,,0,2323.062993,109.5784431,0,0.537065136,32.28,20.76
KTB,Kontoor Brands Inc,Consumer Cyclical,41.35,0.044498186,,,1.696922084,2323.888442,0,N/A,1.540062439,66.91,39.75
RXT,Rackspace Technology Inc,N/A,11.16,0,,,0,2343.957924,0,N/A,1.559037472,26.43,7.28
RLJ,RLJ Lodging Trust,Real Estate,14.08,0.002840909,0,-0.461090966,0.039958042,2344.014858,N/A,N/A,1.429211393,16.69,11.9
OPK,Opko Health Inc,Healthcare,3.44,0,,,0,2344.206253,N/A,0,1.456975667,5.25,2.79
AVAV,AeroVironment Inc.,Industrials,94.14,0,,,0,2345.435309,N/A,0,0.589642034,126.76,52.03
PIPR,Piper Sandler Co`s,Financial Services,131.25,0.01620077,7.181818182,0.64375183,2.126351063,2350.384313,0,N/A,1.471255747,189.78,107.25
TBK,Triumph Bancorp Inc,Financial Services,94.02,0,,,0,2365.557867,21.55052353,0,1.683693233,136.01,69.02
NTCT,Netscout Systems Inc,Technology,32.08,0,,,0,2369.900761,42.53460813,0,1.005461402,34.87,24.82
ITRI,Itron Inc.,Technology,52.68,0,,,0,2372.552848,N/A,0,1.306385575,102.32,44.02
SAVE,Spirit Airlines Inc,Industrials,21.87,0,,,0,2375.098096,N/A,0,1.678491063,39.19,18.26
KMT,Kennametal Inc.,Industrials,28.61,0.027723684,0,0,0.793174609,2377.225213,19.1187487,0.539574564,1.23553254,42.12,28.2
MANT,Mantech International Corp,Technology,86.19,0.01784874,0.078947368,0.143175511,1.538382866,2381.878405,17.38381664,0.459218766,0.390780676,90.6,66.38
PLAY,Dave & Buster`s Entertainment Inc,Consumer Cyclical,49.1,0,,,0,2384.590453,21.94947029,0,1.768211748,52.54,29.83
NUS,"Nu Skin Enterprises, Inc.",Consumer Defensive,47.88,0.031472724,0.013157895,0.013518419,1.506914021,2385.579632,16.19912017,0.526893014,0.949862453,61.23,38.76
LPRO,Open Lending Corp,N/A,18.91,0,,,0,2386.781529,0,N/A,1.827065769,44,14.9
ROIC,Retail Opportunity Investments Corp,Real Estate,19.39,0.023444384,,,0.45458661,2387.568415,44.91878944,1.098565998,0.873273951,19.95,15.62
PGRE,Paramount Group Inc,Real Estate,10.91,0.028414299,0.107142857,-0.03990188,0.284336957,2390.179405,N/A,N/A,1.099560009,11.45,7.67
CENX,Century Aluminum Co.,Basic Materials,26.31,0,,,0,2400.303685,N/A,0,1.093933239,30.36,10.39
GHC,Graham Holdings Co.,Consumer Defensive,611.47,0.0099541,0.046357616,0.044649674,6.086633429,2409.177736,6.88704461,0.086384238,0.735576036,679.83,546.29
UNFI,United Natural Foods Inc.,Consumer Defensive,41.35,0,,,0,2409.260851,10.33649323,0,1.04243779,57.89,30.61
THRM,Gentherm Inc,Consumer Cyclical,73.04,0,,,0,2411.892989,25.8138685,0,1.264761016,99,61.15
TTGT,Techtarget Inc.,Communication Services,81.28,0,,,0,2412.537598,2542.18925,0,2.061129058,111.44,63.76
APPN,Appian Corp,Technology,60.82,0,,,0,2413.563242,N/A,0,2.000567824,149.82,46.85
BDN,Brandywine Realty Trust,Real Estate,14.14,0.053748232,0,0.034967527,0.747146699,2419.725274,203.8865246,10.84392886,0.895320846,14.88,12.23
YELP,Yelp Inc,Communication Services,34.11,0,,,0,2425.383602,61.13744555,0,1.457490566,43.28,30.19
HOME,At Home Group Inc,Consumer Cyclical,36.99,0,,,0,2425.539093,9.134501886,0,,38.06,8.36
PSMT,Pricesmart Inc.,Consumer Defensive,78.87,0.009862585,,,0.777862089,2434.116778,24.49943413,0.238608003,0.748300625,98.84,66.36
CALM,"Cal-Maine Foods, Inc.",Consumer Defensive,55.22,0.000615719,,,0.034000002,2437.426427,709.9989593,0.482954572,0.127770654,57,33.85
CPK,Chesapeake Utilities Corp,Utilities,137.76,0.013864192,0.090909091,0.081114209,1.909931049,2437.929077,29.20864875,0.403790919,0.371940635,145.8,111.84
MNTV,Momentive Global Inc,N/A,16.26,0,,,0,2447.301104,N/A,0,1.293241332,25,13.5
URBN,"Urban Outfitters, Inc.",Consumer Cyclical,25.11,0,,,0,2457.863775,8.241283052,0,1.331866785,42.1,23.94
ULCC,Frontier Group Holdings Inc,N/A,11.33,0,,,0,2459.759236,0,N/A,1.479651882,22.7,9.48
RIOT,Riot Blockchain Inc,Technology,21.17,0,,,0,2482.685499,0,N/A,3.090376064,61.55,12.9
ATSG,Air Transport Services Group Inc,Industrials,33.45,0,,,0,2482.726268,10.72818054,0,0.867138224,34.54,21.42
TEX,Terex Corp.,Industrials,35.66,0.013679036,,,0.48779443,2485.502,11.25170665,0.156344369,1.661175665,55,34.91
BDC,Belden Inc,Industrials,55.4,0.003605348,0,0,0.199736301,2492.546329,38.99172983,0.141656951,1.360079451,68.75,41.23
NGVT,Ingevity Corp,Basic Materials,64.07,0,,,0,2498.774849,21.15812743,0,1.115806581,89.55,56.31
AAWW,Atlas Air Worldwide Holdings Inc.,Industrials,86.37,0,,,0,2507.173494,5.082276698,0,0.908655131,97.13,60.69
WDFC,WD-40 Co.,Basic Materials,183.23,0.01597255,0.164179104,0.097437268,2.92665037,2507.936255,38.6252311,0.620053045,0.493474565,317.58,182.11
IBP,Installed Building Products Inc,Industrials,84.49,0.024974591,,,2.110103178,2509.469765,21.13006378,0.526210269,1.366761587,140.98,84.32
ACLS,Axcelis Technologies Inc,Technology,75.53,0,,,0,2511.469103,25.45837915,0,2.479600156,83.74,33.36
TWST,Twist Bioscience Corp,Healthcare,49.38,0,,,0,2512.704658,N/A,0,2.37838406,150.25,38.08
MTOR,Meritor Inc,Consumer Cyclical,35.57,0,,,0,2517.460845,11.39122554,0,0.787076873,36.24,20.5
CSTM,Constellium SE,Basic Materials,18,0,,,0,2519.328096,0,N/A,1.164774741,21.6,14.35
EAF,GrafTech International Ltd.,Industrials,9.62,0.004158004,,,0.03994346,2532.519911,6.521566479,0.027358534,1.555835127,14.12,9.14
AIMC,Altra Industrial Motion Corp,Industrials,38.93,0.008197698,0.333333333,-0.139941063,0.319136391,2532.750646,91.43504138,0.75356881,1.448445851,67.64,36.99
NVRO,Nevro Corp,Healthcare,72.33,0,,,0,2535.101982,N/A,0,1.17146532,182.45,59.79
COLB,"Columbia Banking System, Inc.",Financial Services,32.27,0.035520681,0.071428571,0.029033661,1.146252381,2539.848558,12.54308142,0.412321,1.078428692,43.7,29.83
VRRM,Verra Mobility Corp,Industrials,16.28,0,,,0,2540.726657,128.0995592,0,1.021520022,18.13,13.38
SKIN,Beauty Health Company (The),N/A,16.88,0,,,0,2542.095033,0,N/A,1.978106261,30.17,9.71
DAN,Dana Inc,Consumer Cyclical,17.57,0.022601315,,,0.397105106,2544.429893,12.91588778,0.294151931,1.784726146,27.94,14.59
RAMP,LiveRamp Holdings Inc,Technology,37.39,0,,,0,2548.882357,N/A,0,1.556941634,58.74,33.42
EPAY,Bottomline Technologies (Delaware) Inc,Technology,56.68,0,,,0,2549.327704,N/A,0,0.571255985,56.84,36.05
KTOS,Kratos Defense & Security Solutions Inc,Industrials,20.48,0,,,0,2552.691507,N/A,0,1.007227431,30.29,14.93
APAM,Artisan Partners Asset Management Inc,Financial Services,39.35,0.104701398,-0.181818182,0.037137289,4.572970195,2566.245311,8.411547271,0.898422435,1.616102745,53.07,33.93
CVI,CVR Energy Inc,Energy,25.54,0,,,0,2567.551498,102.7020599,0,0.74023652,26.66,11.22
SANM,Sanmina Corp,Technology,40.42,0,,,0,2568.952881,9.187595914,0,1.020393151,43.63,35.06
NG,Novagold Resources Inc.,Basic Materials,7.73,0,,,0,2574.009716,0,N/A,0.433982957,10.45,5.97
SHO,Sunstone Hotel Investors Inc,Real Estate,11.78,0,,,0,2585.598196,190.5659048,0,1.213408198,13.91,9.93
NAVI,Navient Corp,Financial Services,17.04,0.037558685,0,0,0.631952266,2592.34465,3.615543445,0.151547306,1.126064235,23.39,13.84
CORT,Corcept Therapeutics Inc,Healthcare,22.52,0,,,0,2599.976675,23.10843888,0,0.712312437,25.5,15.83
OTTR,Otter Tail Corporation,Utilities,62.5,0.0264,0.057692308,0.052094608,1.567164845,2600.358875,14.71049152,0.370488143,0.616448669,71.4,44.34
VSH,"Vishay Intertechnology, Inc.",Technology,19.6,0.019750494,0.052631579,0.098560543,0.387109691,2601.130347,8.729504135,0.188833996,1.328609057,26,17.49
HLIO,Helios Technologies Inc,Industrials,80.25,0.002239801,,,0.179744021,2602.069014,24.87732814,0.055821124,1.217203709,114.79,67.08
FBP,First Bancorp PR,Financial Services,13.12,0.025681558,,,0.336942035,2603.197308,9.386370813,0.257207661,1.259185959,16.5,10.67
ABR,Arbor Realty Trust Inc.,Real Estate,17.06,0.086752638,0.121212121,0.155010265,1.380157353,2606.150189,8.210622753,0.679880469,0.854486278,19.95,14.64
NOVA,Sunnova Energy International Inc,Technology,23.06,0,,,0,2614.712452,0,N/A,1.878989617,46.4,13.9
WOR,"Worthington Industries, Inc.",Basic Materials,51.41,0.021621169,0.12,0.069610376,1.111544275,2618.538172,6.176438527,0.138251775,1.081894469,70.98,47.3
LCII,LCI Industries,Consumer Cyclical,103.81,0.034328383,0.2,0.124746113,3.563629411,2624.519852,9.121182225,0.314808252,1.379447777,161.38,101.96
FROG,JFrog Ltd,N/A,26.95,0,,,0,2624.5223,0,N/A,1.333892887,54.05,21.06
FWRD,Forward Air Corp.,Industrials,97.78,0.008868384,0.142857143,0.098560543,0.867150607,2625.958657,24.8061918,0.223492425,1.312562249,125.41,80.21
HUBG,"Hub Group, Inc.",Industrials,77.21,0,,,0,2627.412754,15.32251393,0,1.058305227,87.21,62.36
GSAT,Globalstar Inc.,Communication Services,1.47,0,,,0,2641.59,N/A,0,1.879198805,2.78,0.8231
FOLD,Amicus Therapeutics Inc,Healthcare,9.47,0,,,0,2651.877897,N/A,0,1.46065267,12.63,7.6
ETWO,E2open Parent Holdings Inc,N/A,8.81,0,,,0,2654.981309,0,N/A,1.685773223,14.58,7.66
PBH,Prestige Consumer Healthcare Inc,Healthcare,52.94,0,,,0,2657.548454,14.0753272,0,0.398576894,63.83,42.7
SHAK,Shake Shack Inc,Consumer Cyclical,67.9,0,,,0,2657.831768,N/A,0,1.631592534,120.23,58.19
PTCT,PTC Therapeutics Inc,Healthcare,37.31,0,,,0,2662.533793,N/A,0,0.849993625,50.26,32.45
ITGR,Integer Holdings Corp,Healthcare,80.57,0,,,0,2666.668798,27.54595486,0,1.017589414,101.61,74.8
FULT,Fulton Financial Corp.,Financial Services,16.62,0.033782891,0.071428571,0.045639553,0.561471643,2667.87564,10.05910429,0.346587434,0.864479596,19,13.73
NMRK,Newmark Group Inc,Real Estate,15.92,0.002510273,,,0.039963546,2671.005605,3.587515319,0.010516723,1.497369125,19.09,10.19
MDC,"M.D.C. Holdings, Inc.",Consumer Cyclical,37.84,0.052854123,,,1.774474895,2674.080639,4.68577949,0.226625146,1.386681124,61.63,37.79
IBOC,International Bancshares Corp.,Financial Services,42.21,0.028230895,,,1.191626083,2675.102691,10.53513556,0.297906521,0.905860891,48.98,36.66
AMRC,Ameresco Inc.,Industrials,79.5,0,,,0,2681.082566,0,N/A,1.563783916,101.86,42.53
HMHC,Houghton Mifflin Harcourt Co,Consumer Defensive,21.01,0,,,0,2683.565511,0,N/A,1.086997173,21.13,6.85
AIN,Albany International Corp.,Consumer Cyclical,84.32,0.00969013,0.05,0.043167564,0.817071731,2686.4352,22.67454886,0.223855269,1.046310702,92.75,73.63
ARNC,Arconic Corporation,Industrials,25.62,0,,,0,2690.738117,0,N/A,1.347313074,38.49,22.45
CVA,Covanta Holding Corporation,Industrials,20.26,0.015688776,,,0.317854593,2694.766027,107.7906411,1.713501848,0.654400474,20.26,12.09
WERN,"Werner Enterprises, Inc.",Industrials,41,0.011177621,0.333333333,0.113824179,0.45828245,2697.927141,10.41461614,0.119969228,0.585761639,49.37,40.04
NHI,"National Health Investors, Inc.",Real Estate,59.01,0.061006609,-0.183673469,-0.010755189,3.518095848,2705.643847,24.19988415,1.441842561,0.490479076,71,49.35
AMEH,Apollo Medical Holdings Inc,Healthcare,48.47,0,,,0,2712.200892,0,N/A,2.227087853,133.23,26.08
BANF,Bancfirst Corp.,Financial Services,83.21,0.017305612,0.058823529,-0.010755189,1.409944825,2715.195388,16.19755049,0.280307122,0.65020097,84.63,52.95
ONB,Old National Bancorp,Financial Services,16.38,0.033782609,0,0.014931979,0.553359142,2716.5411,9.787996959,0.33135278,0.773398381,20.65,15.29
GKOS,Glaukos Corporation,Healthcare,57.82,0,,,0,2720.622847,N/A,0,1.041648534,98.29,39.35
LBRT,Liberty Oilfield Services Inc,Energy,14.82,0,,,0,2721.627496,N/A,0,0.944006281,17.78,8.5
GLNG,Golar Lng,Energy,24.78,0,,,0,2724.402259,N/A,0,0.855555931,25.64,9.26
BCC,Boise Cascade Co,Basic Materials,69.47,0.006270597,-0.94,-0.34561061,0.435618371,2740.413796,3.846270377,0.024241423,1.57336388,84.94,46.28
TELL,Tellurian Inc,Energy,5.3,0,,,0,2748.015009,N/A,0,1.907034607,5.94,1.62
CBRL,Cracker Barrel Old Country Store Inc,Consumer Cyclical,118.73,0.04379685,,,3.567152449,2757.604221,19.58066803,0.598515512,1.188112219,174.09,109.51
AX,Axos Financial Inc.,Financial Services,46.39,0,,,0,2760.293095,12.05905292,0,1.228942322,62.44,43.9
MDRX,Allscripts Healthcare Solutions Inc,Healthcare,22.52,0,,,0,2760.331844,20.53237808,0,0.491154058,22.95,13.05
CALX,Calix Inc,Technology,42.91,0,,,0,2765.068693,11.59951293,0,2.406828657,80.95,35.84
ACA,Arcosa Inc,Industrials,57.25,0.004360834,,,0.24965776,2765.911235,0,N/A,1.091038551,65.94,43.42
AGTI,Agiliti Inc,N/A,21.1,0,,,0,2766.653691,0,N/A,,26.36,13.56
AUB,Atlantic Union Bankshares Corp,Financial Services,36.69,0.030196559,0.12,0.069610376,1.10791175,2770.889155,10.99345427,0.33985023,0.9303595,42.37,32.09
VCRA,Vocera Communication Inc,Technology,79.13,0,,,0,2772.781827,N/A,0,,79.43,31.93
